Name,Image URL,Product URL,Price,Manufacturer,Part #,Chipset,Memory,Memory Type,Core Clock,Boost Clock,Effective Memory Clock,Interface,Color,Frame Sync,Length,TDP,Case Expansion Slot Width,Total Slot Width,Cooling,External Power,HDMI Outputs,DisplayPort Outputs,DVI-D Dual Link Outputs,HDMI 2.1a Outputs,HDMI 2.1b Outputs,DisplayPort 1.4 Outputs,DisplayPort 1.4a Outputs,DisplayPort 2.1 Outputs,DisplayPort 2.1a Outputs,DisplayPort 2.1b Outputs,SLI/CrossFire
Gigabyte WINDFORCE OC GeForce RTX 5050 8 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/4801f8a610ec271e57ce976632af40de.256p.jpg,https://pcpartpicker.com/product/Ytkqqs/gigabyte-windforce-oc-geforce-rtx-5050-8-gb-video-card-gv-n5050wf2oc-8gd,38133.0,Gigabyte,GV-N5050WF2OC-8GD,GeForce RTX 5050,8 GB,GDDR6,2317 MHz,2587 MHz,,PCIe x16,Black,G-Sync,199 mm,130 W,2,2,3 Fans,1 x PCIe 8-pin,,,,,2.0,,,,,2.0,
NVIDIA Founders Edition GeForce RTX 4080 16 GB Video Card,https://m.media-amazon.com/images/I/414goNzSLaL.jpg,https://pcpartpicker.com/product/6nWzK8/nvidia-founders-edition-geforce-rtx-4080-16-gb-video-card-900-1g136-2560-000,181000.0,NVIDIA,"900-1G136-2560-000, 9001G13625600CA",GeForce RTX 4080,16 GB,GDDR6X,2210 MHz,2510 MHz,,PCIe x16,Black / Silver,G-Sync,304 mm,320 W,3,3,2 Fans,1 x PCIe 16-pin 12VHPWR,,,,,,,3.0,,,,
NVIDIA Founders Edition GeForce RTX 4060 Ti 8 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/f4b6b74f3be0e618a730746831cb1c4d.256p.jpg,https://pcpartpicker.com/product/63wmP6/nvidia-founders-edition-geforce-rtx-4060-ti-8-gb-video-card-900-1g141-2560-000,46593.0,NVIDIA,900-1G141-2560-000,GeForce RTX 4060 Ti,8 GB,GDDR6,2310 MHz,2540 MHz,,PCIe x16,Black / Silver,G-Sync,244 mm,165 W,2,2,2 Fans,1 x PCIe 16-pin 12VHPWR,,,,,,3.0,,,,,
MSI GAMING TRIO OC GeForce RTX 5070 12 GB Video Card,,https://pcpartpicker.com/product/NGG2FT/msi-gaming-trio-oc-geforce-rtx-5070-12-gb-video-card-geforce-rtx-5070-12g-gaming-trio-oc,94148.0,MSI,"GeForce RTX 5070 12G GAMING TRIO OC, RTX 5070 12G GAMING TRIO OC, G5070-12GTC, 912-V532-029, V532-019R",GeForce RTX 5070,12 GB,GDDR7,2160 MHz,,,PCIe x16,Black,G-Sync,338 mm,250 W,2,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Gigabyte AORUS STEALTH ICE GeForce RTX 5090 32 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/c6a2a7748125a8b8b4608b299ea49c88.256p.jpg,https://pcpartpicker.com/product/BdwD4D/gigabyte-aorus-stealth-ice-geforce-rtx-5090-32-gb-video-card-gv-n5090aorusst-ice-32gd,601462.0,Gigabyte,"GV-N5090AORUSST ICE-32GD, GV-N5090AORUSST ICE-32GD  1.0",GeForce RTX 5090,32 GB,GDDR7,2010 MHz,2655 MHz,,PCIe x16,White,G-Sync,360 mm,575 W,3,4,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Gigabyte WINDFORCE MAX OC GeForce RTX 5060 Ti 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/1f5d93a4ebd98af309006fc28018d047.256p.jpg,https://pcpartpicker.com/product/NYzp99/gigabyte-windforce-max-oc-geforce-rtx-5060-ti-16-gb-video-card-gv-n506twf2max-oc-16gd,86051.0,Gigabyte,GV-N506TWF2MAX OC-16GD,GeForce RTX 5060 Ti,16 GB,GDDR7,2410 MHz,2587 MHz,,PCIe x16,Black,G-Sync,208 mm,180 W,2,2,2 Fans,1 x PCIe 8-pin,,,,,1.0,,,,,3.0,
XFX Speedster QICK 319 Core Radeon RX 7800 XT 16 GB Video Card,https://m.media-amazon.com/images/I/41UjmxCZtyL.jpg,https://pcpartpicker.com/product/GYfxFT/xfx-speedster-qick-319-core-radeon-rx-7800-xt-16-gb-video-card-rx-78tqickf9,69597.0,XFX,RX-78TQICKF9,Radeon RX 7800 XT,16 GB,GDDR6,1295 MHz,2430 MHz,,PCIe x16,Black,FreeSync,335 mm,263 W,2,3,3 Fans,2 x PCIe 8-pin,,,,,,,,3.0,,,
MSI VENTUS 2X OC GeForce RTX 5070 12 GB Video Card,,https://pcpartpicker.com/product/CJ8Pxr/msi-ventus-2x-oc-geforce-rtx-5070-12-gb-video-card-geforce-rtx-5070-12g-ventus-2x-oc-white,89409.0,MSI,"GeForce RTX 5070 12G VENTUS 2X OC WHITE, G5070-12V2CW, RTX 5070 12G VENTUS 2X OC WHITE, V532-004R",GeForce RTX 5070,12 GB,GDDR7,2160 MHz,2557 MHz,,PCIe x16,White,G-Sync,236 mm,250 W,2,3,2 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Gigabyte GAMING OC Radeon RX 9060 XT 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/27793ac552c557f6f45298b579d3224b.256p.jpg,https://pcpartpicker.com/product/XWCCmG/gigabyte-gaming-oc-radeon-rx-9060-xt-16-gb-video-card-gv-r906xgamingocice-16gd,80757.0,Gigabyte,GV-R906XGAMINGOCICE-16GD,Radeon RX 9060 XT,16 GB,GDDR6,2220 MHz,3320 MHz,,PCIe x16,Silver,FreeSync,281 mm,160 W,2,2,3 Fans,1 x PCIe 8-pin,,,,,1.0,,,,2.0,,
Sapphire PULSE Radeon RX 9070 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/ca2a45c3504ad400dc117acc56108ada.256p.jpg,https://pcpartpicker.com/product/6BLp99/sapphire-pulse-radeon-rx-9070-16-gb-video-card-11349-03-20g,75425.0,Sapphire,11349-03-20G,Radeon RX 9070,16 GB,GDDR6,2070 MHz,2520 MHz,,PCIe x16,Black,FreeSync,280 mm,220 W,2,3,2 Fans,2 x PCIe 8-pin,2.0,,,,,,,,2.0,,
MSI GAMING TRIO OC GeForce RTX 5060 Ti 8 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/d329f0814b13e571feb687a7bf1c9222.256p.jpg,https://pcpartpicker.com/product/HrcBD3/msi-gaming-trio-oc-geforce-rtx-5060-ti-8-gb-video-card-g506t-8gtcw,49044.0,MSI,"G506T-8GTCW, RTX 5060 Ti 8G GAMING TRIO OC WHITE",GeForce RTX 5060 Ti,8 GB,GDDR7,2410 MHz,2662 MHz,28000 MHz,PCIe x16,White,G-Sync,300 mm,180 W,2,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Gigabyte GAMING OC GeForce RTX 5060 8 GB Video Card,,https://pcpartpicker.com/product/tH4Pxr/gigabyte-gaming-oc-geforce-rtx-5060-8-gb-video-card-gv-n5060gaming-oc-8gd,43206.0,Gigabyte,GV-N5060GAMING OC-8GD,GeForce RTX 5060,8 GB,GDDR7,2280 MHz,,28000 MHz,PCIe x16,Black,G-Sync,281 mm,145 W,2,2,3 Fans,1 x PCIe 8-pin,,,,,1.0,,,,,3.0,
Zotac GAMING SOLID OC GeForce RTX 5090 32 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/c283c385446877c42e19d96630810fbf.256p.jpg,https://pcpartpicker.com/product/qkdMnQ/zotac-gaming-solid-oc-geforce-rtx-5090-32-gb-video-card-zt-b50900j-10p,501079.0,Zotac,ZT-B50900J-10P,GeForce RTX 5090,32 GB,GDDR7,2010 MHz,2422 MHz,,PCIe x16,Black / Copper,G-Sync,330 mm,575 W,3,4,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Asus PRIME OC Radeon RX 9070 XT 16 GB Video Card,,https://pcpartpicker.com/product/8GMXsY/asus-prime-oc-radeon-rx-9070-xt-16-gb-video-card-prime-rx9070xt-o16g-white,85245.0,Asus,"PRIME-RX9070XT-O16G-WHITE, 90YV0L75-MVAA00",Radeon RX 9070 XT,16 GB,GDDR6,2400 MHz,3030 MHz,20000 MHz,PCIe x16,White,FreeSync,312 mm,304 W,2,3,3 Fans,3 x PCIe 8-pin,,,,,1.0,,,,3.0,,
MSI VENTUS 3X OC GeForce RTX 5080 16 GB Video Card,,https://pcpartpicker.com/product/xYTFf7/msi-ventus-3x-oc-geforce-rtx-5080-16-gb-video-card-geforce-rtx-5080-16g-ventus-3x-oc,207582.0,MSI,"GeForce RTX 5080 16G VENTUS 3X OC, G5080-16V3C, 912-V531-264, RTX 5080 16G VENTUS 3X OC, V531-095R",GeForce RTX 5080,16 GB,GDDR7,2300 MHz,2655 MHz,,PCIe x16,Silver / Black,G-Sync,303 mm,360 W,2,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
XFX Speedster MERC 310 Radeon RX 7900 XT 20 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/9fa3f47342c691292f00856cb289c08d.256p.jpg,https://pcpartpicker.com/product/7dNxFT/xfx-speedster-merc-310-radeon-rx-7900-xt-20-gb-video-card-rx-79tmercu9,84171.0,XFX,RX-79TMERCU9,Radeon RX 7900 XT,20 GB,GDDR6,2000 MHz,2535 MHz,,PCIe x16,Black / Silver,FreeSync,344 mm,300 W,2,3,3 Fans,2 x PCIe 8-pin,,,,,,,,3.0,,,
MSI SHADOW 3X OC GeForce RTX 5070 12 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/2ab730e97b1b101a403a3c7185213c58.256p.jpg,https://pcpartpicker.com/product/fxHp99/msi-shadow-3x-oc-geforce-rtx-5070-12-gb-video-card-rtx-5070-12g-shadow-3x-oc,105095.0,MSI,"RTX-5070-12G-SHADOW-3X-OC, GEFORCE RTX-5070-12G-SHADOW-3X-OC, G5070-12S3C",GeForce RTX 5070,12 GB,GDDR7,2160 MHz,2557 MHz,28000 MHz,PCIe x16,Black,G-Sync,303 mm,250 W,2,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Gigabyte WINDFORCE SFF GeForce RTX 5080 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/944be04796799b52e6d0e14a4f5bd9b0.256p.jpg,https://pcpartpicker.com/product/mGG2FT/gigabyte-windforce-sff-geforce-rtx-5080-16-gb-video-card-gv-n5080wf3-16gd,186250.0,Gigabyte,GV-N5080WF3-16GD,GeForce RTX 5080,16 GB,GDDR7,2300 MHz,,,PCIe x16,Black,G-Sync,304 mm,360 W,2,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Asus DUAL OC V2 GeForce RTX 4060 8 GB Video Card,,https://pcpartpicker.com/product/WZ3NnQ/asus-dual-oc-v2-geforce-rtx-4060-8-gb-video-card-dual-rtx4060-o8g-v2,50130.0,Asus,"DUAL-RTX4060-O8G-V2, 90YV0JC4-M0NB00, 90YV0JC4-M0NA00",GeForce RTX 4060,8 GB,GDDR6,1830 MHz,2535 MHz,17000 MHz,PCIe x16,Black,G-Sync,202 mm,115 W,2,2,2 Fans,1 x PCIe 8-pin,,,,1.0,,,3.0,,,,
MSI VENTUS 2X OC GeForce RTX 5060 8 GB Video Card,,https://pcpartpicker.com/product/pPgZxr/msi-ventus-2x-oc-geforce-rtx-5060-8-gb-video-card-rtx-5060-8g-ventus-2x-oc,49629.0,MSI,"RTX 5060 8G VENTUS 2X OC, G5060-8V2C, GeForce RTX 5060 8G VENTUS 2X OC, 912-V537-002, V537-002R",GeForce RTX 5060,8 GB,GDDR7,2280 MHz,2535 MHz,,PCIe x16,Silver / Black,G-Sync,197 mm,145 W,2,2,2 Fans,1 x PCIe 8-pin,,,,,1.0,,,,,3.0,
AMD Radeon RX 6950 XT Radeon RX 6950 XT 16 GB Video Card,,https://pcpartpicker.com/product/kFRYcf/amd-radeon-rx-6950-xt-16-gb-video-card-100-438416,,AMD,100-438416,Radeon RX 6950 XT,16 GB,GDDR6,1890 MHz,2310 MHz,18000 MHz,PCIe x16,Black,FreeSync,267 mm,350 W,2,3,3 Fans,2 x PCIe 8-pin,,,,,,,3.0,,,,
Asus DUAL OC GeForce RTX 5060 Ti 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/512ebe3dd2096bf07a6f266a3f0f1d31.256p.jpg,https://pcpartpicker.com/product/qPHp99/asus-dual-oc-geforce-rtx-5060-ti-16-gb-video-card-dual-rtx5060ti-o16g-white,57219.0,Asus,"DUAL-RTX5060TI-O16G-WHITE, 90YV0MH6-M0NA00",GeForce RTX 5060 Ti,16 GB,GDDR7,2410 MHz,2632 MHz,,PCIe x16,White,G-Sync,229 mm,180 W,2,3,2 Fans,1 x PCIe 8-pin,,,,,1.0,,,,,3.0,
ASRock Steel Legend OC Arc B580 12 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/392d6829f5c0adde7789361a93da1348.256p.jpg,https://pcpartpicker.com/product/WscBD3/asrock-steel-legend-oc-arc-b580-12-gb-video-card-b580-sl-12go,35031.0,ASRock,"B580 SL 12GO, 90-GA5CZZ-00UANF",Arc B580,12 GB,GDDR6,2670 MHz,2800 MHz,,PCIe x16,White / Gray,,298 mm,190 W,2,3,3 Fans,2 x PCIe 8-pin,,,,,,,,3.0,,,
MSI SHADOW 2X OC PLUS GeForce RTX 5060 Ti 16 GB Video Card,,https://pcpartpicker.com/product/bqgZxr/msi-shadow-2x-oc-plus-geforce-rtx-5060-ti-16-gb-video-card-geforce-rtx-5060-ti-16g-shadow-2x-oc-plus,78120.0,MSI,"GeForce RTX 5060 Ti 16G SHADOW 2X OC PLUS, RTX 5060 Ti 16G SHADOW 2X OC PLUS, G506T-16S2CP",GeForce RTX 5060 Ti,16 GB,GDDR7,2410 MHz,2617 MHz,,PCIe x16,Black,G-Sync,226 mm,180 W,2,2,2 Fans,1 x PCIe 8-pin,,,,,1.0,,,,,3.0,
Gigabyte WINDFORCE OC GeForce RTX 4060 8 GB Video Card,,https://pcpartpicker.com/product/r9cgXL/gigabyte-windforce-oc-geforce-rtx-4060-8-gb-video-card-gv-n4060wf2oc-8gd,,Gigabyte,GV-N4060WF2OC-8GD,GeForce RTX 4060,8 GB,GDDR6,1830 MHz,,,PCIe x16,Black,G-Sync,192 mm,115 W,2,2,2 Fans,1 x PCIe 8-pin,,,,2.0,,,2.0,,,,
Gigabyte AORUS MASTER GeForce RTX 5080 16 GB Video Card,,https://pcpartpicker.com/product/RBbypg/gigabyte-aorus-master-geforce-rtx-5080-16-gb-video-card-gv-n5080aorus-m-16gd,224091.0,Gigabyte,GV-N5080AORUS M-16GD,GeForce RTX 5080,16 GB,GDDR7,2300 MHz,,,PCIe x16,Black,G-Sync,360 mm,360 W,3,4,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
NVIDIA Founders Edition GeForce RTX 4070 12 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/8258cfebf744bbf8e9d175944093d490.256p.jpg,https://pcpartpicker.com/product/K688TW/nvidia-founders-edition-geforce-rtx-4070-12-gb-video-card-900-1g141-2544-000,116658.0,NVIDIA,900-1G141-2544-000,GeForce RTX 4070,12 GB,GDDR6X,1920 MHz,2480 MHz,,PCIe x16,Black / Silver,G-Sync,244 mm,200 W,2,2,2 Fans,1 x PCIe 16-pin 12VHPWR,,,,,,,3.0,,,,
Gigabyte AORUS ELITE Radeon RX 9070 XT 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/2806df8c8e8b332c4fbf1a0621f41d93.256p.jpg,https://pcpartpicker.com/product/pKXMnQ/gigabyte-aorus-elite-radeon-rx-9070-xt-16-gb-video-card-gv-r9070xtaorus-e-16gd,134781.0,Gigabyte,"GV-R9070XTAORUS E-16GD, AORUS Radeon RX 9070 XT ELITE 16G, GV-R9070XTAOE-16GD, R9070XTAORUS E 16GD",Radeon RX 9070 XT,16 GB,GDDR6,2570 MHz,3100 MHz,,PCIe x16,Black,FreeSync,339 mm,304 W,2,3,3 Fans,3 x PCIe 8-pin,,,,,2.0,,,,2.0,,
ASRock Challenger OC Radeon RX 7600 8 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/35163463b989d1be13df38d5819cb039.256p.jpg,https://pcpartpicker.com/product/BYdG3C/asrock-challenger-oc-radeon-rx-7600-xt-8-gb-video-card-rx7600-cl-8go,36083.0,ASRock,"RX7600 CL 8GO, 90-GA41ZZ-00UANF",Radeon RX 7600,8 GB,GDDR6,1720 MHz,2695 MHz,18000 MHz,PCIe x16,Black,FreeSync,269 mm,165 W,2,2,2 Fans,1 x PCIe 8-pin,,,,,,,1.0,,,,
Asus ROG Astral OC HATSUNE MIKU EDITION GeForce RTX 5080 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/47544b5d26d244d914d4de4120b3bbc5.256p.jpg,https://pcpartpicker.com/product/N2zp99/asus-rog-astral-oc-hatsune-miku-edition-geforce-rtx-5080-16-gb-video-card-rog-astral-rtx5080-o16g-hatsune-miku-edition,253399.0,Asus,"rog-astral-rtx5080-o16g-hatsune-miku-edition, 90YV0LV9-M0NM00, ROG-ASTRAL-RTX5080-O16G-MIKU-W, 90YV0LV9-MVAA00",GeForce RTX 5080,16 GB,GDDR7,2300 MHz,2790 MHz,,PCIe x16,Turquoise / Pink,G-Sync,358 mm,360 W,2,4,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,2.0,,,,,3.0,
Gigabyte WINDFORCE GeForce RTX 5060 8 GB Video Card,,https://pcpartpicker.com/product/QM3WGX/gigabyte-windforce-geforce-rtx-5060-8-gb-video-card-gv-n5060wf2-8gd,55152.0,Gigabyte,GV-N5060WF2-8GD,GeForce RTX 5060,8 GB,GDDR7,2280 MHz,,28000 MHz,PCIe x16,Black,G-Sync,199 mm,145 W,2,2,2 Fans,1 x PCIe 8-pin,,,,,1.0,,,,,3.0,
Asus PRIME OC Radeon RX 9070 16 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/2197955e514897b8c1ddb0c4e1b4ecbb.256p.jpg,https://pcpartpicker.com/product/2xHp99/asus-prime-oc-radeon-rx-9070-16-gb-video-card-prime-rx9070-o16g,83785.0,Asus,"prime-rx9070-o16g, 90YV0LI1-M0NA00",Radeon RX 9070,16 GB,GDDR6,2120 MHz,2610 MHz,,PCIe x16,Black,FreeSync,312 mm,220 W,2,3,3 Fans,2 x PCIe 8-pin,,,,,,,,,3.0,,
Asus DUAL OC GeForce RTX 5070 12 GB Video Card,,https://pcpartpicker.com/product/DWBFf7/asus-dual-oc-geforce-rtx-5070-12-gb-video-card-dual-rtx5070-o12g,136245.0,Asus,"DUAL-RTX5070-O12G, 90YV0M17-M0NA00",GeForce RTX 5070,12 GB,GDDR7,2160 MHz,2572 MHz,,PCIe x16,Black / Silver,G-Sync,249 mm,250 W,2,3,2 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
MSI RX 6600 XT MECH 2X 8G OC Radeon RX 6600 XT 8 GB Video Card,,https://pcpartpicker.com/product/QRwypg/msi-radeon-rx-6600-xt-8-gb-mech-2x-oc-video-card-rx6600xt-mech2x-8goc,49046.0,MSI,"RX6600XT MECH2X 8GOC, Radeon RX 6600 XT MECH 2X 8G OC, V502-004R",Radeon RX 6600 XT,8 GB,GDDR6,1968 MHz,2602 MHz,16000 MHz,PCIe x16,Black / Silver,FreeSync,235 mm,160 W,2,3,2 Fans,1 x PCIe 8-pin,1.0,3.0,,,,,,,,,
Asus ROG STRIX GAMING OC GeForce RTX 4090 24 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/59c719f5155104671c66994cc7d85c96.256p.jpg,https://pcpartpicker.com/product/ZKWzK8/asus-rog-strix-gaming-oc-geforce-rtx-4090-24-gb-video-card-rog-strix-rtx4090-o24g-gaming,,Asus,"ROG-STRIX-RTX4090-O24G-GAMING, 90YV0ID0-M0NA00, 90YV0ID0-M0AA00",GeForce RTX 4090,24 GB,GDDR6X,2235 MHz,2640 MHz,21000 MHz,PCIe x16,Black,G-Sync,358 mm,450 W,2,4,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,2.0,,,3.0,,,,
Gigabyte WINDFORCE SFF GeForce RTX 5070 12 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/54d5ef2e26148ead04f87828beccfd24.256p.jpg,https://pcpartpicker.com/product/RwgZxr/gigabyte-windforce-sff-geforce-rtx-5070-12-gb-video-card-gv-n5070wf3-12gd,80458.0,Gigabyte,GV-N5070WF3-12GD,GeForce RTX 5070,12 GB,GDDR7,2160 MHz,2512 MHz,28000 MHz,PCIe x16,Black,G-Sync,282 mm,250 W,2,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
Gigabyte GAMING OC GeForce RTX 5070 12 GB Video Card,https://cdna.pcpartpicker.com/static/forever/images/product/8b33d7282e93c4ea9ccb468f8205c596.256p.jpg,https://pcpartpicker.com/product/J7WmP6/gigabyte-gaming-oc-geforce-rtx-5070-12-gb-video-card-gv-n5070gaming-oc-12gd,82909.0,Gigabyte,GV-N5070GAMING-OC-12GD,GeForce RTX 5070,12 GB,GDDR7,2160 MHz,2625 MHz,28000 MHz,PCIe x16,Black,G-Sync,327 mm,250 W,2,3,3 Fans,1 x PCIe 16-pin 12VHPWR,,,,,1.0,,,,,3.0,
