Name,Image URL,Product URL,Price,Manufacturer,Part #,Socket/CPU,Form Factor,Chipset,Memory Max,Memory Type,Memory Slots,Memory Speed,Color,PCIe x16 Slots,PCIe x8 Slots,PCIe x4 Slots,PCIe x1 Slots,PCI Slots,M.2 Slots,Mini-PCIe Slots,Half Mini-PCIe Slots,Mini-PCIe / mSATA Slots,mSATA Slots,SATA 6.0 Gb/s,Onboard Ethernet,Onboard Video,USB 2.0 Headers,USB 2.0 Headers (Single Port),USB 3.2 Gen 1 Headers,USB 3.2 Gen 2 Headers,USB 3.2 Gen 2x2 Headers,Supports ECC,Wireless Networking,RAID Support,Scraped At
MSI B650 GAMING PLUS WIFI ATX AM5 Motherboard,,https://pcpartpicker.com/product/szfxFT/msi-b650-gaming-plus-wifi-atx-am5-motherboard-b650-gaming-plus-wifi,19848.0,MSI,B650 GAMING PLUS WIFI,AM5,ATX,AMD B650,192 GB,DDR5,4,"DDR5-4800, DDR5-5000, DDR5-5200, DDR5-5400, DDR5-5600, DDR5-5800, DDR5-6000, DDR5-6200, DDR5-6400",Black,2.0,,,1.0,,"2280/22110 M-key, 2260/2280 M-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek 8125BG),Depends on CPU,2.0,,1.0,1.0,,No,Wi-Fi 6E,Yes,2026-01-20T11:06:28.333Z
MSI MAG B850 TOMAHAWK MAX WIFI ATX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/fe0743e587416e7fa161bfd0dca8237f.256p.jpg,https://pcpartpicker.com/product/vjpD4D/msi-mag-b850-tomahawk-max-wifi-atx-am5-motherboard-mag-b850-tomahawk-max-wifi,24522.0,MSI,MAG B850 TOMAHAWK MAX WIFI,AM5,ATX,AMD B850,256 GB,DDR5,4,"DDR5-4800, DDR5-8400",Black / Green,3.0,,,,,"2280/22110 M-key, 2260/2280 M-key, 2260/2280 M-key, 2260/2280 M-key, 2230 E-key",,,,,4.0,1 x 5 Gb/s Ports (Realtek 8126VB),Depends on CPU,2.0,,2.0,,1.0,No,Wi-Fi 7,Yes,2026-01-20T11:06:34.339Z
Asus B650E MAX GAMING WIFI W ATX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/233f7973b2f73df3b3273091792a871d.256p.jpg,https://pcpartpicker.com/product/QtnXsY/asus-b650e-max-gaming-wifi-w-atx-am5-motherboard-b650e-max-gaming-wifi-w,25742.0,Asus,B650E MAX GAMING WIFI W,AM5,ATX,AMD B650E,256 GB,DDR5,4,"DDR5-4800, DDR5-5200, DDR5-5600, DDR5-5800, DDR5-6000, DDR5-6200, DDR5-6600, DDR5-6800, DDR5-7000, DDR5-7200, DDR5-7600, DDR5-7800, DDR5-8000",White,4.0,,,,,"2280 M-key, 2280 M-key, 2242/2260/2280/22110 M-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek),Depends on CPU,3.0,,1.0,1.0,,No,Wi-Fi 6E,Yes,2026-01-20T11:06:40.337Z
Asus PRIME B550M-A WIFI II Micro ATX AM4 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/ff4b4e2c7f72b014f39f1864b19e7250.256p.jpg,https://pcpartpicker.com/product/jQrRsY/asus-prime-b550m-a-wifi-ii-micro-atx-am4-motherboard-prime-b550m-a-wifi-ii,11676.0,Asus,PRIME B550M-A WIFI II,AM4,Micro ATX,AMD B550,128 GB,DDR4,4,"DDR4-2133, DDR4-2400, DDR4-2666, DDR4-2800, DDR4-2933, DDR4-3000, DDR4-3200, DDR4-3333, DDR4-3400, DDR4-3466, DDR4-3600, DDR4-3733, DDR4-3866, DDR4-4000, DDR4-4133, DDR4-4200, DDR4-4266, DDR4-4333, DDR4-4400, DDR4-4600, DDR4-4800, DDR4-4866",Blue / Silver,1.0,,,2.0,,"2242/2260/2280/22110 M-key, 2242/2260/2280 M-key",,,,,4.0,1 x 1 Gb/s Ports (Realtek),Depends on CPU,2.0,,1.0,,,No,Wi-Fi 6,Yes,2026-01-20T11:06:47.331Z
Gigabyte B850 AORUS ELITE WIFI7 ATX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/d3a0054902d36d38a60d09d83698d7c8.256p.jpg,https://pcpartpicker.com/product/72RnTW/gigabyte-b850-aorus-elite-wifi7-atx-am5-motherboard-b850-aorus-elite-wifi7,26857.0,Gigabyte,B850 AORUS ELITE WIFI7,AM5,ATX,AMD B850,256 GB,DDR5,4,"DDR5-4400, DDR5-4800, DDR5-5200, DDR5-5600, DDR5-5800, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600, DDR5-6800, DDR5-7000, DDR5-7200, DDR5-7400, DDR5-7600, DDR5-7800, DDR5-7900, DDR5-7950, DDR5-8000, DDR5-8200",Black,3.0,,,,,"2580/25110 M-key, 2580/25110 M-key, 2580/25110 M-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek),Depends on CPU,2.0,,1.0,,1.0,No,Wi-Fi 7,Yes,2026-01-20T11:06:53.334Z
Asus TUF GAMING B850-PLUS WIFI ATX AM5 Motherboard,https://m.media-amazon.com/images/I/51FhIr30MjL.jpg,https://pcpartpicker.com/product/sRG2FT/asus-tuf-gaming-b850-plus-wifi-atx-am5-motherboard-tuf-gaming-b850-plus-wifi,25689.0,Asus,TUF GAMING B850-PLUS WIFI,AM5,ATX,AMD B850,256 GB,DDR5,4,"DDR5-5200, DDR5-5600, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600, DDR5-6800, DDR5-7000, DDR5-7200, DDR5-7400, DDR5-7600, DDR5-7800, DDR5-8000",Black / Silver,2.0,,,2.0,,"2280 M-key, 2242/2260/2280/22110 M-key, 2280 M-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek),Depends on CPU,2.0,,1.0,1.0,,No,Wi-Fi 7,Yes,2026-01-20T11:06:59.336Z
Asus TUF GAMING B650E-E WIFI ATX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/6e091a3954e7ac61e63a226aced54d9b.256p.jpg,https://pcpartpicker.com/product/K8XMnQ/asus-tuf-gaming-b650e-e-wifi-atx-am5-motherboard-tuf-gaming-b650e-e-wifi,19851.0,Asus,TUF GAMING B650E-E WIFI,AM5,ATX,AMD B650,256 GB,DDR5,4,"DDR5-4800, DDR5-5200, DDR5-5600, DDR5-5800, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600, DDR5-6800, DDR5-7000, DDR5-7200, DDR5-7400, DDR5-7600, DDR5-7800, DDR5-8000",Black,2.0,,,1.0,,"2280 M-key, 2280 M-key, 2242/2260/2280/22110 M-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek),Depends on CPU,2.0,,1.0,,1.0,No,Wi-Fi 6E,Yes,2026-01-20T11:07:05.343Z
Gigabyte B550 EAGLE WIFI6 ATX AM4 Motherboard,,https://pcpartpicker.com/product/fzNscf/gigabyte-b550-eagle-wifi6-atx-am4-motherboard-b550-eagle-wifi6,15180.0,Gigabyte,B550 EAGLE WIFI6,AM4,ATX,AMD B550,128 GB,DDR4,4,"DDR4-2133, DDR4-2400, DDR4-2666, DDR4-2933, DDR4-3200",Black,5.0,,,,,"2280/22110 M-key, 2280/22110 M-key",,,,,4.0,1 x 1 Gb/s Ports (Realtek),Depends on CPU,2.0,,1.0,1.0,,No,Wi-Fi 6E,Yes,2026-01-20T11:07:11.332Z
Asus ROG STRIX B850-A GAMING WIFI ATX AM5 Motherboard,https://m.media-amazon.com/images/I/515foeFWRnL.jpg,https://pcpartpicker.com/product/d4CCmG/asus-rog-strix-b850-a-gaming-wifi-atx-am5-motherboard-rog-strix-b850-a-gaming-wifi,28025.0,Asus,ROG STRIX B850-A GAMING WIFI,AM5,ATX,AMD B850,192 GB,DDR5,4,"DDR5-5600, DDR5-5800, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600, DDR5-6800, DDR5-7000, DDR5-7200, DDR5-7600, DDR5-7800, DDR5-8000",White,2.0,,,,,"2242/2260/2280 M-key, 2280/22110 M-key, 2280 M-key, 2280 M-key",,,,,2.0,1 x 2.5 Gb/s Ports (Intel),Depends on CPU,2.0,,1.0,1.0,,No,Wi-Fi 7,Yes,2026-01-20T11:07:20.340Z
MSI B550M PRO-VDH WIFI Micro ATX AM4 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/57b4a5399dc626e9c5786f786aeb94ac.256p.jpg,https://pcpartpicker.com/product/PDsnTW/msi-b550m-pro-vdh-wifi-micro-atx-am4-motherboard-b550m-pro-vdh-wifi,12491.0,MSI,B550M PRO-VDH WIFI,AM4,Micro ATX,AMD B550,128 GB,DDR4,4,"DDR4-1866, DDR4-2133, DDR4-2400, DDR4-2666, DDR4-2800, DDR4-2933, DDR4-3000, DDR4-3200, DDR4-3466, DDR4-3600, DDR4-3733, DDR4-3866, DDR4-4000, DDR4-4133, DDR4-4266, DDR4-4400",Black,1.0,,,2.0,,"2242/2260/2280 M-key, 2242/2260/2280 M-key",,,,,4.0,1 x 1 Gb/s Ports (Realtek RTL8111HN),Depends on CPU,2.0,,1.0,1.0,,No,Wi-Fi 5,Yes,2026-01-20T11:07:34.328Z
Gigabyte A520M K V2 Micro ATX AM4 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/ad69b238cf570ec07fb8a00adda58eda.256p.jpg,https://pcpartpicker.com/product/ZjCZxr/gigabyte-a520m-k-v2-micro-atx-am4-motherboard-a520m-k-v2,8641.0,Gigabyte,A520M K V2,AM4,Micro ATX,AMD A520,64 GB,DDR4,2,"DDR4-2133, DDR4-2400, DDR4-2666, DDR4-2933, DDR4-3200, DDR4-3400, DDR4-3466, DDR4-3600, DDR4-3733, DDR4-3866, DDR4-4000, DDR4-4133, DDR4-4266, DDR4-4400, DDR4-4600, DDR4-4800, DDR4-5100",Brown / Black,1.0,,,1.0,,2280 M-key,,,,,4.0,1 x 1 Gb/s Ports (Realtek),Depends on CPU,2.0,,1.0,,,No,,Yes,2026-01-20T11:07:40.331Z
Gigabyte X870E AORUS ELITE WIFI7 ATX AM5 Motherboard,,https://pcpartpicker.com/product/pLtLrH/gigabyte-x870e-aorus-elite-wifi7-atx-am5-motherboard-x870e-aorus-elite-wifi7,38535.0,Gigabyte,X870E AORUS ELITE WIFI7,AM5,ATX,AMD X870E,256 GB,DDR5,4,"DDR5-4400, DDR5-4800, DDR5-5200, DDR5-5600, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600, DDR5-6666, DDR5-6800, DDR5-7000, DDR5-7200, DDR5-7600, DDR5-7800, DDR5-8000",Black,3.0,,,,,"2580/25110 M-key, 2280/22110 M-key, 2280/22110 M-key, 2280/22110 M-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek),Depends on CPU,2.0,,2.0,,1.0,No,Wi-Fi 7,Yes,2026-01-20T11:07:46.332Z
Gigabyte B650 EAGLE AX ATX AM5 Motherboard,https://m.media-amazon.com/images/I/51BdjazabVL.jpg,https://pcpartpicker.com/product/CvcgXL/gigabyte-b650-eagle-ax-atx-am5-motherboard-b650-eagle-ax,19967.0,Gigabyte,B650 EAGLE AX,AM5,ATX,AMD B650,192 GB,DDR5,4,"DDR5-4400, DDR5-4800, DDR5-5200, DDR5-5600, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600, DDR5-6800, DDR5-7000, DDR5-7200, DDR5-7600",Gray / Black,4.0,,,,,"2580/25110 M-key, 2280/22110 M-key, 2280/22110 M-key",,,,,4.0,1 x 1 Gb/s Ports (Realtek),Depends on CPU,3.0,,1.0,1.0,,No,Wi-Fi 6E,Yes,2026-01-20T11:07:52.335Z
Asus Z790 GAMING WIFI7 ATX LGA1700 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/c4369596c853d9da016e5878929ce45d.256p.jpg,https://pcpartpicker.com/product/ZMxxFT/asus-z790-gaming-wifi7-atx-lga1700-motherboard-z790-gaming-wifi7,18683.0,Asus,Z790 GAMING WIFI7,LGA1700,ATX,Intel Z790,192 GB,DDR5,4,"DDR5-4800, DDR5-5000, DDR5-5200, DDR5-5400, DDR5-5600, DDR5-5800, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600, DDR5-6800, DDR5-7000, DDR5-7200",Silver / Black,4.0,,,1.0,,"2242/2260/2280/22110 M-key, 2242/2260/2280 M-key, 2242/2260/2280/22110 M-key",,,,,4.0,1 x 1 Gb/s Ports (Realtek),Depends on CPU,2.0,,2.0,1.0,,No,Wi-Fi 7,Yes,2026-01-20T11:07:58.327Z
MSI MAG B550 TOMAHAWK MAX WIFI ATX AM4 Motherboard,,https://pcpartpicker.com/product/MfZ9TW/msi-mag-b550-tomahawk-max-wifi-atx-am4-motherboard-mag-b550-tomahawk-max-wifi,18683.0,MSI,MAG B550 TOMAHAWK MAX WIFI,AM4,ATX,AMD B550,128 GB,DDR4,4,"DDR4-2133, DDR4-2400, DDR4-2666, DDR4-2933, DDR4-3000, DDR4-3200, DDR4-3300, DDR4-3333, DDR4-3400, DDR4-3466, DDR4-3600, DDR4-3733, DDR4-3866, DDR4-4000, DDR4-4133, DDR4-4200, DDR4-4266, DDR4-4300, DDR4-4400, DDR4-4533, DDR4-4600, DDR4-4800, DDR4-4866, DDR4-5000, DDR4-5100",Silver / Black,2.0,,,2.0,,"2242/2260/2280/22110 M-key, 2242/2260/2280 M-key, 2230 E-key",,,,,6.0,1 x 2.5 Gb/s Ports (Realtek RTL8125B),Depends on CPU,2.0,,1.0,1.0,,No,Wi-Fi 6,Yes,2026-01-20T11:08:04.333Z
Asus ROG STRIX B550-F GAMING WIFI II ATX AM4 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/923cae0c8159c98aaf91541a20f95dc9.256p.jpg,https://pcpartpicker.com/product/K4LFf7/asus-rog-strix-b550-f-gaming-wifi-ii-atx-am4-motherboard-strix-b550-f-gaming-wifi-ii,16347.0,Asus,STRIX B550-F GAMING WIFI II,AM4,ATX,AMD B550,128 GB,DDR4,4,"DDR4-2133, DDR4-2400, DDR4-2666, DDR4-2800, DDR4-3000, DDR4-3200, DDR4-3400, DDR4-3466, DDR4-3600, DDR4-3733, DDR4-3866, DDR4-4000, DDR4-4133, DDR4-4266, DDR4-4400, DDR4-4600, DDR4-4666, DDR4-4800, DDR4-4866, DDR4-5100",Black / Red,2.0,,,3.0,,"2242/2260/2280/22110 M-key, 2242/2260/2280/22110 M-key",,,,,6.0,1 x 2.5 Gb/s Ports (Intel I225-V),Depends on CPU,2.0,,1.0,,,No,Wi-Fi 6,Yes,2026-01-20T11:08:11.339Z
MSI MAG B650 TOMAHAWK WIFI ATX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/dc9235e0d8052745493eb900bb9df6f6.256p.jpg,https://pcpartpicker.com/product/LwNxFT/msi-mag-b650-tomahawk-wifi-atx-am5-motherboard-mag-b650-tomahawk-wifi,25340.0,MSI,MAG B650 TOMAHAWK WIFI,AM5,ATX,AMD B650,256 GB,DDR5,4,"DDR5-4800, DDR5-5000, DDR5-5200, DDR5-5400, DDR5-5600, DDR5-5800, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600, DDR5-7000, DDR5-7200, DDR5-7400, DDR5-7600",Black,2.0,,,1.0,,"2260/2280 M-key, 2260/2280 M-key, 2260/2280 M-key",,,,,6.0,1 x 2.5 Gb/s Ports (Realtek RTL8125B),Depends on CPU,2.0,,1.0,1.0,,No,Wi-Fi 6E,Yes,2026-01-20T11:08:17.332Z
Gigabyte B550M GAMING X WIFI6 Micro ATX AM4 Motherboard,,https://pcpartpicker.com/product/sd9nTW/gigabyte-b550m-gaming-x-wifi6-micro-atx-am4-motherboard-b550m-gaming-x-wifi6,19452.0,Gigabyte,B550M GAMING X WIFI6,AM4,Micro ATX,AMD B550,128 GB,DDR4,4,"DDR4-2133, DDR4-2400, DDR4-2666, DDR4-2933, DDR4-3200",Gray / Black,2.0,,,1.0,,"2280 M-key, 2280 M-key",,,,,4.0,1 x 1 Gb/s Ports (Realtek),Depends on CPU,1.0,,1.0,1.0,,No,Wi-Fi 6,Yes,2026-01-20T11:08:23.335Z
Gigabyte B650M GAMING PLUS WIFI Micro ATX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/dbb71bb11592fff92343d7d68db13544.256p.jpg,https://pcpartpicker.com/product/9HTZxr/gigabyte-b650m-gaming-plus-wifi-micro-atx-am5-motherboard-b650m-gaming-plus-wf,24610.0,Gigabyte,B650M GAMING PLUS WF,AM5,Micro ATX,AMD B650,192 GB,DDR5,4,"DDR5-4400, DDR5-4800, DDR5-5200, DDR5-5600, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600, DDR5-6800, DDR5-7000, DDR5-7200, DDR5-7600",Silver / Black,1.0,,,1.0,,"2580 M-key, 2280/22110 M-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek),Depends on CPU,2.0,,1.0,1.0,,No,Wi-Fi 6,Yes,2026-01-20T11:08:29.330Z
ASRock B850M Pro-A WiFi Micro ATX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/e114446516cb565272b30e82624774be.256p.jpg,https://pcpartpicker.com/product/FFdMnQ/asrock-b850m-pro-a-wifi-micro-atx-am5-motherboard-b850m-pro-a-wifi,22462.0,ASRock,B850M Pro-A WiFi,AM5,Micro ATX,AMD B850,256 GB,DDR5,4,"DDR5-4400, DDR5-4800, DDR5-5200, DDR5-5600, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600, DDR5-6800, DDR5-7000, DDR5-7200, DDR5-7600, DDR5-7800, DDR5-8000",Black,1.0,,1.0,,,"2280 M-key, 2280 M-key, 2280 M-key, 2230 E-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek Dragon RTL8125BG),Depends on CPU,2.0,,2.0,1.0,,No,Wi-Fi 6E,Yes,2026-01-20T11:08:35.334Z
MSI PRO B760-P WIFI DDR4 ATX LGA1700 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/28e8ce6b41464b892862574420f45b63.256p.jpg,https://pcpartpicker.com/product/yMGbt6/msi-pro-b760-p-wifi-ddr4-atx-lga1700-motherboard-pro-b760-p-wifi-ddr4,31289.0,MSI,PRO B760-P WIFI DDR4,LGA1700,ATX,Intel B760,128 GB,DDR4,4,"DDR4-2133, DDR4-2400, DDR4-2666, DDR4-2933, DDR4-3200, DDR4-3333, DDR4-3400, DDR4-3466, DDR4-3600, DDR4-3733, DDR4-3800, DDR4-4000, DDR4-4200, DDR4-4266, DDR4-4400, DDR4-4600, DDR4-4800, DDR4-5000, DDR4-5200, DDR4-5333",Black,5.0,,,,,"2242/2260/2280/22110 M-key, 2242/2260/2280 M-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek RTL8125B),Depends on CPU,4.0,,2.0,1.0,,No,Wi-Fi 6E,Yes,2026-01-20T11:08:41.343Z
MSI MAG X870 TOMAHAWK WIFI ATX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/ec3fc6477ed914f51a028bc29f0e20aa.256p.jpg,https://pcpartpicker.com/product/WzzXsY/msi-mag-x870-tomahawk-wifi-atx-am5-motherboard-mag-x870-tomahawk-wifi,30360.0,MSI,MAG X870 TOMAHAWK WIFI,AM5,ATX,AMD X870,256 GB,DDR5,4,"DDR5-4800, DDR5-5000, DDR5-5200, DDR5-5400, DDR5-5600, DDR5-5800, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600, DDR5-6800, DDR5-7000, DDR5-7200, DDR5-7400, DDR5-7600, DDR5-7800, DDR5-8000, DDR5-8200, DDR5-8400",Black,3.0,,,,,"2280/22110 M-key, 2260/2280 M-key, 2260/2280 M-key, 2260/2280 M-key",,,,,4.0,1 x 5 Gb/s Ports (Realtek 8126VB),Depends on CPU,2.0,,2.0,,1.0,No,Wi-Fi 7,Yes,2026-01-20T11:08:47.335Z
Gigabyte B550M K Micro ATX AM4 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/f52a9a0b2a28f096b5b1e5bf02707224.256p.jpg,https://pcpartpicker.com/product/RH9wrH/gigabyte-b550m-k-micro-atx-am4-motherboard-b550m-k,10917.0,Gigabyte,B550M K,AM4,Micro ATX,AMD B550,128 GB,DDR4,4,"DDR4-2133, DDR4-2400, DDR4-2666, DDR4-2933, DDR4-3200, DDR4-3400, DDR4-3466, DDR4-3600, DDR4-3733, DDR4-3866, DDR4-4000, DDR4-4133, DDR4-4266, DDR4-4400, DDR4-4600, DDR4-4733",Brown / Silver,1.0,,,1.0,,"2280 M-key, 2280 M-key",,,,,4.0,1 x 1 Gb/s Ports (Realtek),Depends on CPU,1.0,,1.0,,,No,,Yes,2026-01-20T11:08:53.340Z
Asus ROG CROSSHAIR X870E EXTREME EATX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/32edc55907aae5cb63ec877846bb73ac.256p.jpg,https://pcpartpicker.com/product/NDkqqs/asus-rog-crosshair-x870e-extreme-eatx-am5-motherboard-rog-crosshair-x870e-extreme,148317.0,Asus,ROG CROSSHAIR X870E EXTREME,AM5,EATX,AMD X870E,256 GB,DDR5,4,"DDR5-4400, DDR5-9000",Black / Silver,2.0,,,,,"2242/2260/2280/22110 M-key, 2242/2260/2280 M-key, 2242/2260/2280/22110 M-key, 2230/2242/2260/2280/22110 M-key, 2230/2242/2260/2280/22110 M-key",,,,,4.0,"1 x 5 Gb/s Ports (Realtek), 1 x 10 Gb/s Ports (Marvell AQtion)",Depends on CPU,2.0,,2.0,1.0,1.0,No,Wi-Fi 7,Yes,2026-01-20T11:08:59.342Z
Gigabyte B850 GAMING X WIFI6E ATX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/62258989025bb9dd8fb1abaa606d1444.256p.jpg,https://pcpartpicker.com/product/9xYfrH/gigabyte-b850-gaming-x-wifi6e-atx-am5-motherboard-b850-gaming-x-wifi6e,22712.0,Gigabyte,B850 GAMING X WIFI6E,AM5,ATX,AMD B850,256 GB,DDR5,4,"DDR5-4400, DDR5-4800, DDR5-5200, DDR5-5600, DDR5-5800, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600, DDR5-6800, DDR5-7000, DDR5-7200, DDR5-7400, DDR5-7600, DDR5-7800, DDR5-7900, DDR5-7950, DDR5-8000, DDR5-8200",Gray / Black,3.0,,,,,"2580/25110 M-key, 2580/25110 M-key, 2580/25110 M-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek),Depends on CPU,2.0,,1.0,,1.0,No,Wi-Fi 6E,Yes,2026-01-20T11:09:05.339Z
Gigabyte B760M GAMING PLUS WIFI DDR4 Micro ATX LGA1700 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/6dcbd73f46d20ca37c1e80a00f3ef206.256p.jpg,https://pcpartpicker.com/product/NMWJ7P/gigabyte-b760m-gaming-plus-wifi-ddr4-micro-atx-lga1700-motherboard-b760m-g-p-wifi-ddr4,17164.0,Gigabyte,B760M G P WIFI DDR4,LGA1700,Micro ATX,Intel B760,128 GB,DDR4,4,"DDR4-2133, DDR4-2400, DDR4-2666, DDR4-2933, DDR4-3000, DDR4-3200, DDR4-3300, DDR4-3333, DDR4-3400, DDR4-3466, DDR4-3600, DDR4-3666, DDR4-3733, DDR4-3800, DDR4-3866, DDR4-4000, DDR4-4133, DDR4-4266, DDR4-4300, DDR4-4400, DDR4-4500, DDR4-4600, DDR4-4700, DDR4-4800, DDR4-4933, DDR4-5000, DDR4-5133, DDR4-5333",Black / Silver,1.0,,,2.0,,"2280 M-key, 2280 M-key",,,,,4.0,1 x 1 Gb/s Ports (Realtek),Depends on CPU,2.0,,1.0,1.0,,No,Wi-Fi 6,Yes,2026-01-20T11:09:11.328Z
Asus ROG STRIX X870E-E GAMING WIFI ATX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/e6ec6fd92a901825fcbcc79fea85c79f.256p.jpg,https://pcpartpicker.com/product/MfNYcf/asus-rog-strix-x870e-e-gaming-wifi-atx-am5-motherboard-rog-strix-x870e-e-gaming-wifi,50212.0,Asus,ROG STRIX X870E-E GAMING WIFI,AM5,ATX,AMD X870E,256 GB,DDR5,4,"DDR5-4800, DDR5-5000, DDR5-5200, DDR5-5400, DDR5-5600, DDR5-5800, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600, DDR5-6800, DDR5-7000, DDR5-7200, DDR5-7400, DDR5-7600, DDR5-7800, DDR5-8000",Black,2.0,,,,,"2242/2260/2280 M-key, 2242/2260/2280 M-key, 2242/2260/2280/22110 M-key, 2280/22110 M-key, 2280 M-key",,,,,4.0,1 x 5 Gb/s Ports (Realtek),Depends on CPU,3.0,,2.0,,1.0,No,Wi-Fi 7,Yes,2026-01-20T11:09:17.331Z
ASRock B450M-HDV R4.0 Micro ATX AM4 Motherboard,,https://pcpartpicker.com/product/RD97YJ/asrock-b450m-hdv-r40-micro-atx-am4-motherboard-b450m-hdv-r40,8116.0,ASRock,B450M-HDV R4.0,AM4,Micro ATX,AMD B450,64 GB,DDR4,2,"DDR4-2133, DDR4-2400, DDR4-2666, DDR4-2933, DDR4-3200",Black / White,1.0,,,1.0,,2242/2260/2280 M-key,,,,,4.0,1 x 1 Gb/s Ports,Depends on CPU,2.0,,1.0,,,No,,Yes,2026-01-20T11:09:24.336Z
ASRock B650M Pro RS WiFi Micro ATX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/d7893755609db1feb833c99ad9d243bf.256p.jpg,https://pcpartpicker.com/product/qcbRsY/asrock-b650m-pro-rs-wifi-micro-atx-am5-motherboard-b650m-pro-rs-wifi,14012.0,ASRock,B650M Pro RS WiFi,AM5,Micro ATX,AMD B650,256 GB,DDR5,4,"DDR5-4400, DDR5-4800, DDR5-5200, DDR5-5600, DDR5-6000, DDR5-6200",Black / Silver,2.0,,,,,"2260/2280 M-key, 2260/2280 M-key, 2260/2280 M-key, 2230 E-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek Dragon RTL8125BG),Depends on CPU,2.0,,2.0,1.0,,No,Wi-Fi 6E,Yes,2026-01-20T11:09:31.342Z
Asus TUF GAMING B550-PLUS WIFI II ATX AM4 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/6b136eab8dcdd8f78e02da5a09b96795.256p.jpg,https://pcpartpicker.com/product/pLNxFT/asus-tuf-gaming-b550-plus-wifi-ii-atx-am4-motherboard-tuf-gaming-b550-plus-wifi-ii,14012.0,Asus,TUF GAMING B550-PLUS WIFI II,AM4,ATX,AMD B550,128 GB,DDR4,4,"DDR4-2133, DDR4-2400, DDR4-2666, DDR4-2800, DDR4-2933, DDR4-3000, DDR4-3200, DDR4-3333, DDR4-3400, DDR4-3466, DDR4-3600, DDR4-3733, DDR4-3866, DDR4-4000, DDR4-4133, DDR4-4200, DDR4-4266, DDR4-4333, DDR4-4400, DDR4-4600, DDR4-4800, DDR4-4866",Black / Gray,2.0,,,3.0,,"2242/2260/2280/22110 M-key, 2242/2260/2280/22110 M-key",,,,,6.0,1 x 2.5 Gb/s Ports (Realtek),Depends on CPU,2.0,,1.0,,,No,Wi-Fi 6,Yes,2026-01-20T11:09:37.329Z
