Name,Image URL,Product URL,Price,Manufacturer,Part #,Socket/CPU,Form Factor,Chipset,Memory Max,Memory Type,Memory Slots,Memory Speed,Color,PCIe x16 Slots,PCIe x8 Slots,PCIe x4 Slots,PCIe x1 Slots,PCI Slots,M.2 Slots,Mini-PCIe Slots,Half Mini-PCIe Slots,Mini-PCIe / mSATA Slots,mSATA Slots,SATA 6.0 Gb/s,Onboard Ethernet,Onboard Video,USB 2.0 Headers,USB 2.0 Headers (Single Port),USB 3.2 Gen 1 Headers,USB 3.2 Gen 2 Headers,USB 3.2 Gen 2x2 Headers,Supports ECC,Wireless Networking,RAID Support,Scraped At
Asus B650E MAX GAMING WIFI ATX AM5 Motherboard,,https://pcpartpicker.com/product/Pq3WGX/asus-b650e-max-gaming-wifi-atx-am5-motherboard-b650e-max-gaming-wifi,,Asus,B650E MAX GAMING WIFI,AM5,ATX,AMD B650E,192 GB,DDR5,4,"DDR5-4800, DDR5-5200, DDR5-5600, DDR5-5800, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600, DDR5-6800, DDR5-7000, DDR5-7200, DDR5-7400, DDR5-7600, DDR5-7800, DDR5-8000",Black / Silver,4.0,,,,,"2280 M-key, 2280 M-key, 2280 M-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek),Depends on CPU,3.0,,1.0,1.0,,No,Wi-Fi 6E,Yes,2026-01-20T11:22:53.332Z
MSI PRO B850M-A WIFI Micro ATX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/9f36e7016dcb0e90f99d71e992ed2ca6.256p.jpg,https://pcpartpicker.com/product/tvdMnQ/msi-pro-b850m-a-wifi-micro-atx-am5-motherboard-pro-b850m-a-wifi,20434.0,MSI,PRO B850M-A WIFI,AM5,Micro ATX,AMD B850,256 GB,DDR5,4,"DDR5-4800, DDR5-6000, DDR5-6400, DDR5-8200, DDR5-8600",Black / Silver,2.0,,,1.0,,"2260/2280 M-key, 2260/2280 M-key",,,,,4.0,1 x 5 Gb/s Ports (Realtek 8126VB),Depends on CPU,,2.0,1.0,1.0,,No,Wi-Fi 7,No,2026-01-20T11:22:59.334Z
MSI MAG Z790 TOMAHAWK WIFI ATX LGA1700 Motherboard,,https://pcpartpicker.com/product/9B2WGX/msi-mag-z790-tomahawk-wifi-atx-lga1700-motherboard-mag-z790-tomahawk-wifi,24522.0,MSI,MAG Z790 TOMAHAWK WIFI,LGA1700,ATX,Intel Z790,256 GB,DDR5,4,"DDR5-4800, DDR5-5000, DDR5-5200, DDR5-5400, DDR5-5600, DDR5-5800, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600, DDR5-6800, DDR5-7000, DDR5-7200",Black,2.0,,,1.0,,"2260/2280/22110 M-key, 2260/2280 M-key, 2242/2260/2280 M-key, 2242/2260/2280 M-key, 2230 E-key",,,,,7.0,1 x 2.5 Gb/s Ports (Intel),Depends on CPU,2.0,,1.0,1.0,,No,Wi-Fi 6E,Yes,2026-01-20T11:23:05.341Z
Gigabyte TRX40 AORUS MASTER EATX sTRX4 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/0262d145d764aadb9c60889ad23605ac.256p.jpg,https://pcpartpicker.com/product/69848d/gigabyte-trx40-aorus-master-eatx-strx4-motherboard-trx40-aorus-master,,Gigabyte,TRX40 AORUS MASTER,sTRX4,EATX,AMD TRX40,256 GB,DDR4,8,"DDR4-2133, DDR4-2400, DDR4-2666, DDR4-2933, DDR4-3200, DDR4-3300, DDR4-3333, DDR4-3400, DDR4-3466, DDR4-3600, DDR4-3733, DDR4-3866, DDR4-4000, DDR4-4133, DDR4-4266, DDR4-4400",Black / Silver,4.0,,,1.0,,"2260/2280/22110 M-key, 2280 M-key, 2280 M-key",,,,,8.0,"1 x 1 Gb/s Ports, 1 x 5 Gb/s Ports",No,2.0,,2.0,1.0,,Yes,Wi-Fi 6,Yes,2026-01-20T11:23:11.329Z
Asus ROG STRIX Z790-A GAMING WIFI II ATX LGA1700 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/f8ae5122cf0714c64af32c0d940ce6d7.256p.jpg,https://pcpartpicker.com/product/p8P8TW/asus-rog-strix-z790-a-gaming-wifi-ii-atx-lga1700-motherboard-rog-strix-z790-a-gaming-wifi-ii,68895.0,Asus,ROG STRIX Z790-A GAMING WIFI II,LGA1700,ATX,Intel Z790,192 GB,DDR5,4,"DDR5-4800, DDR5-5000, DDR5-5200, DDR5-5400, DDR5-5600, DDR5-5800, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600, DDR5-6800, DDR5-7000, DDR5-7200, DDR5-7400, DDR5-7600, DDR5-7800, DDR5-8000",Black / Silver,2.0,,,1.0,,"2242/2260/2280/22110 M-key, 2280 M-key, 2280 M-key, 2242/2260/2280/22110 M-key, 2242/2260/2280 M-key",,,,,4.0,1 x 2.5 Gb/s Ports (Intel),Depends on CPU,2.0,,1.0,,1.0,No,Wi-Fi 7,Yes,2026-01-20T11:23:18.340Z
MSI B650M GAMING PLUS WIFI Micro ATX AM5 Motherboard,,https://pcpartpicker.com/product/QcvD4D/msi-b650m-gaming-plus-wifi-micro-atx-am5-motherboard-b650m-gaming-plus-wifi,26532.0,MSI,B650M GAMING PLUS WIFI,AM5,Micro ATX,AMD B650,192 GB,DDR5,4,"DDR5-4800, DDR5-5000, DDR5-5200, DDR5-5400, DDR5-5600, DDR5-5800, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600, DDR5-6800, DDR5-7000, DDR5-7200",Silver / Black,1.0,,,2.0,,"2260/2280 M-key, 2260/2280 M-key, 2230 E-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek RTL8125BG),Depends on CPU,2.0,,1.0,1.0,,No,Wi-Fi 6E,Yes,2026-01-20T11:23:24.331Z
Gigabyte A620I AX Mini ITX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/69a825f37db70263d7e51fb24fb8e887.256p.jpg,https://pcpartpicker.com/product/Hp3NnQ/gigabyte-a620i-ax-mini-itx-am5-motherboard-a620i-ax,17339.0,Gigabyte,A620I AX,AM5,Mini ITX,AMD A620,96 GB,DDR5,2,"DDR5-4400, DDR5-4800, DDR5-5200, DDR5-5600, DDR5-6000, DDR5-6200, DDR5-6400",Black / Gray,1.0,,,,,2280 M-key,,,,,2.0,1 x 2.5 Gb/s Ports (Realtek),Depends on CPU,1.0,,1.0,1.0,,No,Wi-Fi 6E,Yes,2026-01-20T11:23:31.340Z
Gigabyte B450M DS3H Micro ATX AM4 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/176028811e50cad67b57ed0e604229c9.256p.jpg,https://pcpartpicker.com/product/hpRzK8/gigabyte-b450m-ds3h-micro-atx-am4-motherboard-b450m-ds3h,,Gigabyte,B450M DS3H,AM4,Micro ATX,AMD B450,128 GB,DDR4,4,"DDR4-2133, DDR4-2400, DDR4-2666, DDR4-2933, DDR4-3200",Black / Silver,2.0,,,1.0,,2242/2260/2280/22110 M-key,,,,,4.0,1 x 1 Gb/s Ports,Depends on CPU,2.0,,1.0,,,No,,Yes,2026-01-20T11:23:37.342Z
Asus B850 MAX GAMING WIFI W ATX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/41fc6d471b31d1e2031cc34c217aa30d.256p.jpg,https://pcpartpicker.com/product/MCvscf/asus-b850-max-gaming-wifi-w-atx-am5-motherboard-b850-max-gaming-wifi-w,21194.0,Asus,B850 MAX GAMING WIFI W,AM5,ATX,AMD B850,256 GB,DDR5,4,"DDR5-4800, DDR5-8000",White,4.0,,,,,"2280 M-key, 2280 M-key, 2242/2260/2280/22110 M-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek),No,3.0,,1.0,1.0,,No,Wi-Fi 6E,Yes,2026-01-20T11:23:44.341Z
ASRock B650 Pro RS WiFi ATX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/ccef8c9b5cad8a1a27840cb7082b4bcb.256p.jpg,https://pcpartpicker.com/product/Lnrqqs/asrock-b650-pro-rs-wifi-atx-am5-motherboard-b650-pro-rs-wifi,16347.0,ASRock,B650 Pro RS WiFi,AM5,ATX,AMD B650,256 GB,DDR5,4,"DDR5-4400, DDR5-4800, DDR5-5200, DDR5-5600, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600, DDR5-6800, DDR5-7000, DDR5-7200",Silver / Black,2.0,,,1.0,,"2280 M-key, 2242/2260/2280 M-key, 2260/2280 M-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek Dragon RTL8125BG),Depends on CPU,1.0,1.0,1.0,,1.0,No,Wi-Fi 6E,Yes,2026-01-20T11:23:50.336Z
Gigabyte Z790 AORUS PRO X WIFI7 ATX LGA1700 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/4e8ba034d57bfbc8dec7ce683eac3e92.256p.jpg,https://pcpartpicker.com/product/TDXV3C/gigabyte-z790-aorus-pro-x-wifi7-atx-lga1700-motherboard-z790-aorus-pro-x-wifi7,30794.0,Gigabyte,Z790 AORUS PRO X WIFI7,LGA1700,ATX,Intel Z790,256 GB,DDR5,4,"DDR5-4000, DDR5-4800, DDR5-5200, DDR5-5400, DDR5-5600, DDR5-5800, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600, DDR5-6800, DDR5-7000, DDR5-7200, DDR5-7400, DDR5-7600, DDR5-7800, DDR5-7900, DDR5-7950, DDR5-8000, DDR5-8200, DDR5-8266",Black,3.0,,,,,"2580/25110 M-key, 2280/22110 M-key, 2280/22110 M-key, 2280 M-key, 2280 M-key",,,,,4.0,1 x 5 Gb/s Ports (Realtek),Depends on CPU,2.0,,1.0,,1.0,No,Wi-Fi 7,Yes,2026-01-20T11:23:58.329Z
Asus ROG STRIX B450-F GAMING ATX AM4 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/66e5b5e4d0a52b6a2f99bb53bf52eee7.256p.jpg,https://pcpartpicker.com/product/XQgzK8/asus-rog-strix-b450-f-gaming-atx-am4-motherboard-strix-b450-f-gaming,15180.0,Asus,STRIX B450-F GAMING,AM4,ATX,AMD B450,128 GB,DDR4,4,"DDR4-2133, DDR4-2400, DDR4-2666, DDR4-2800, DDR4-3000, DDR4-3200",Black,3.0,,,3.0,,"2242/2260/2280 M-key, 2242/2260/2280/22110 M-key",,,,,6.0,1 x 1 Gb/s Ports,Depends on CPU,2.0,,1.0,,,No,,Yes,2026-01-20T11:24:05.329Z
Gigabyte B850 EAGLE WIFI7 ICE ATX AM5 Motherboard,,https://pcpartpicker.com/product/rBqNnQ/gigabyte-b850-eagle-wifi7-ice-atx-am5-motherboard-b850-eagle-wifi7-ice,33646.0,Gigabyte,B850 EAGLE WIFI7 ICE,AM5,ATX,AMD B850,256 GB,DDR5,4,"DDR5-4400, DDR5-4800, DDR5-5200, DDR5-5600, DDR5-5800, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600, DDR5-6800, DDR5-7000, DDR5-7200, DDR5-7400, DDR5-7600, DDR5-7800, DDR5-7900, DDR5-7950, DDR5-8000, DDR5-8200",White,4.0,,,,,"2280/22110 M-key, 2280/22110 M-key, 2280/22110 M-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek),Depends on CPU,2.0,,1.0,1.0,,No,Wi-Fi 7,Yes,2026-01-20T11:24:11.342Z
Asus TUF GAMING B850-BTF WIFI W ATX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/2560b9984c5667f9e7d893a89b71a9c7.256p.jpg,https://pcpartpicker.com/product/NXRnTW/asus-tuf-gaming-b850-btf-wifi-w-atx-am5-motherboard-tuf-gaming-b850-btf-wifi-w,31645.0,Asus,TUF GAMING B850-BTF WIFI W,AM5,ATX,AMD B850,256 GB,DDR5,4,"DDR5-4800, DDR5-8000",White / Silver,1.0,,,1.0,,"2280 M-key, 2242/2260/2280/22110 M-key, 2280 M-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek),Depends on CPU,2.0,,1.0,1.0,,No,Wi-Fi 7,Yes,2026-01-20T11:24:17.336Z
Gigabyte X870E AORUS MASTER ATX AM5 Motherboard,https://m.media-amazon.com/images/I/518Fz24TzPL.jpg,https://pcpartpicker.com/product/PdsV3C/gigabyte-x870e-aorus-master-atx-am5-motherboard-x870e-aorus-master,43206.0,Gigabyte,X870E AORUS MASTER,AM5,ATX,AMD X870E,256 GB,DDR5,4,"DDR5-4400, DDR5-4800, DDR5-5200, DDR5-5600, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600, DDR5-6666, DDR5-6800, DDR5-7000, DDR5-7200, DDR5-7600, DDR5-7800, DDR5-8000, DDR5-8200",Black,3.0,,,,,"2580/25110 M-key, 2280/22110 M-key, 2280/22110 M-key, 2280/22110 M-key",,,,,4.0,1 x 5 Gb/s Ports (Realtek),Depends on CPU,2.0,,2.0,,1.0,No,Wi-Fi 7,Yes,2026-01-20T11:24:23.330Z
MSI X870 GAMING PLUS WIFI ATX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/d12159191629629d3c107e4bbe7607c1.256p.jpg,https://pcpartpicker.com/product/xFfV3C/msi-x870-gaming-plus-wifi-atx-am5-motherboard-x870-gaming-plus-wifi,23354.0,MSI,X870 GAMING PLUS WIFI,AM5,ATX,AMD X870,256 GB,DDR5,4,"DDR5-3600, DDR5-4800, DDR5-5200, DDR5-5600, DDR5-6400",Black / White,4.0,,,,,"2260/2280 M-key, 2280/22110 M-key, 2260/2280 M-key, 2230 E-key",,,,,4.0,1 x 5 Gb/s Ports (Realtek 8126VB),Depends on CPU,2.0,,1.0,1.0,,No,Wi-Fi 7,Yes,2026-01-20T11:24:29.330Z
Asus ROG STRIX X870E-H GAMING WIFI7 HATSUNE MIKU EDITION ATX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/40eb512adea85ba4dc671cf7b5d80eba.256p.jpg,https://pcpartpicker.com/product/fDm2FT/asus-rog-strix-x870e-h-gaming-wifi7-hatsune-miku-edition-atx-am5-motherboard-rog-strix-x870e-h-gaming-wifi7-hatsune-miku-edition,67261.0,Asus,rog-strix-x870e-h-gaming-wifi7-hatsune-miku-edition,AM5,ATX,AMD X870E,256 GB,DDR5,4,"DDR5-4800, DDR5-8000",Black / Blue,2.0,,,,,"2242/2260/2280 M-key, 2280/22110 M-key, 2280 M-key, 2280 M-key",,,,,4.0,1 x 5 Gb/s Ports (Realtek),Depends on CPU,2.0,,1.0,,1.0,No,Wi-Fi 7,Yes,2026-01-20T11:24:35.338Z
MSI PRO B650-A WIFI ATX AM5 Motherboard,,https://pcpartpicker.com/product/V7tLrH/msi-pro-b650-a-wifi-atx-am5-motherboard-pro-b650-a-wifi,22368.0,MSI,PRO B650-A WIFI,AM5,ATX,AMD B650,256 GB,DDR5,4,"DDR5-4800, DDR5-5000, DDR5-5200, DDR5-5400, DDR5-5600, DDR5-5800, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600, DDR5-6800, DDR5-7000, DDR5-7200, DDR5-7400, DDR5-7600",Black / Silver,2.0,,,1.0,,"2280/22110 M-key, 2260/2280 M-key, 2260/2280 M-key",,,,,6.0,1 x 2.5 Gb/s Ports (Realtek RTL8125B),Depends on CPU,2.0,,1.0,1.0,,No,Wi-Fi 6E,Yes,2026-01-20T11:24:41.340Z
ASRock G41M-GS Micro ATX LGA775 Motherboard,,https://pcpartpicker.com/product/3WR48d/asrock-motherboard-g41mgs,,ASRock,G41M-GS,LGA775,Micro ATX,Intel G41,8 GB,DDR2,2,DDR2-1066,Blue / White,1.0,,,1.0,2.0,,,,,,,1 x 1 Gb/s Ports,Yes,2.0,,,,,No,,No,2026-01-20T11:24:47.329Z
Asus ROG STRIX B850-E GAMING WIFI ATX AM5 Motherboard,https://m.media-amazon.com/images/I/518Anf1ta6L.jpg,https://pcpartpicker.com/product/FQZWGX/asus-rog-strix-b850-e-gaming-wifi-atx-am5-motherboard-rog-strix-b850-e-gaming-wifi,66175.0,Asus,ROG STRIX B850-E GAMING WIFI,AM5,ATX,AMD B850,256 GB,DDR5,4,"DDR5-4800, DDR5-8000",Black,2.0,,,,,"2242/2260/2280 M-key, 2242/2260/2280 M-key, 2280 M-key, 2280 M-key, 2280 M-key",,,,,4.0,1 x 5 Gb/s Ports (Realtek),Depends on CPU,2.0,,1.0,1.0,,No,Wi-Fi 7,Yes,2026-01-20T11:24:53.339Z
MSI MAG X670E TOMAHAWK WIFI ATX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/c4516e2f81a19d4c9045028a3bae013b.256p.jpg,https://pcpartpicker.com/product/bGfxFT/msi-mag-x670e-tomahawk-wifi-atx-am5-motherboard-mag-x670e-tomahawk-wifi,41688.0,MSI,MAG X670E TOMAHAWK WIFI,AM5,ATX,AMD X670E,192 GB,DDR5,4,"DDR5-4800, DDR5-5000, DDR5-5200, DDR5-5400, DDR5-5600, DDR5-5800, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600",Black,3.0,,,1.0,,"2280/22110 M-key, 2260/2280 M-key, 2260/2280 M-key, 2260/2280 M-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek RTL8125BG),Depends on CPU,2.0,,2.0,1.0,,No,Wi-Fi 6E,Yes,2026-01-20T11:25:01.328Z
ASRock B850M Steel Legend WiFi Micro ATX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/b79a4103bd136cf3dcfcfdb299453e0e.256p.jpg,https://pcpartpicker.com/product/qxYfrH/asrock-b850m-steel-legend-wifi-micro-atx-am5-motherboard-b850m-steel-legend-wifi,17687.0,ASRock,B850M Steel Legend WiFi,AM5,Micro ATX,AMD B850,256 GB,DDR5,4,"DDR5-4400, DDR5-6400, DDR5-7200, DDR5-7600, DDR5-8000",Silver / Black,1.0,,1.0,,,"2280 M-key, 2260/2280 M-key, 2260/2280 M-key, 2230 E-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek Dragon RTL8125BG),Depends on CPU,2.0,,2.0,1.0,,No,Wi-Fi 7,Yes,2026-01-20T11:25:07.339Z
MSI PRO B840-P WIFI ATX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/93d5075a8c12fbe641b5bb67f4a4fd3b.256p.jpg,https://pcpartpicker.com/product/TvVfrH/msi-pro-b840-p-wifi-atx-am5-motherboard-pro-b840-p-wifi,18683.0,MSI,PRO B840-P WIFI,AM5,ATX,AMD B840,256 GB,DDR5,4,"DDR5-4800, DDR5-5600, DDR5-6400, DDR5-8000",Silver,5.0,,,,,"2260/2280 M-key, 2260/2280/22110 M-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek 8125D),Depends on CPU,2.0,,1.0,1.0,,No,Wi-Fi 7,Yes,2026-01-20T11:25:15.329Z
Asus TUF GAMING B760-PLUS WIFI ATX LGA1700 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/bc0dae2e2b9ee30cfad6a2b8da8d8da3.256p.jpg,https://pcpartpicker.com/product/LqkH99/asus-tuf-gaming-b760-plus-wifi-atx-lga1700-motherboard-tuf-gaming-b760-plus-wifi,16347.0,Asus,TUF GAMING B760-PLUS WIFI,LGA1700,ATX,Intel B760,192 GB,DDR5,4,"DDR5-4400, DDR5-4800, DDR5-5200, DDR5-5600, DDR5-6000, DDR5-6200, DDR5-6400",Black,2.0,,,2.0,,"2242/2260/2280 M-key, 2242/2260/2280/22110 M-key, 2242/2260/2280 M-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek),Depends on CPU,2.0,,1.0,1.0,,No,Wi-Fi 6,Yes,2026-01-20T11:25:22.335Z
MSI PRO B860M-A WIFI Micro ATX LGA1851 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/6c74beb5c52c860a45a3c0a014e85e70.256p.jpg,https://pcpartpicker.com/product/629nTW/msi-pro-b860m-a-wifi-micro-atx-lga1851-motherboard-pro-b860m-a-wifi,19851.0,MSI,PRO B860M-A WIFI,LGA1851,Micro ATX,Intel B860,256 GB,DDR5,4,"DDR5-4800, DDR5-8600",Silver / Black,4.0,,,,,"2242/2260/2280 M-key, 2260/2280 M-key, 2280 M-key",,,,,4.0,1 x 5 Gb/s Ports (Realtek 8126),Depends on CPU,2.0,,2.0,1.0,,No,Wi-Fi 7,Yes,2026-01-20T11:25:28.332Z
Asus ROG STRIX B450-F GAMING II ATX AM4 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/0f27bb84f57d51a9cb2b0c91d25efb0f.256p.jpg,https://pcpartpicker.com/product/xYvqqs/asus-rog-strix-b450-f-gaming-ii-atx-am4-motherboard-rog-strix-b450-f-gaming-ii,,Asus,ROG STRIX B450-F GAMING II,AM4,ATX,AMD B450,128 GB,DDR4,4,"DDR4-2133, DDR4-2400, DDR4-2666, DDR4-2800, DDR4-3000, DDR4-3200, DDR4-3466, DDR4-3600, DDR4-3866, DDR4-4000, DDR4-4400",Black,3.0,,,3.0,,"2242/2260/2280 M-key, 2242/2260/2280/22110 M-key",,,,,6.0,1 x 1 Gb/s Ports (Intel I211-AT),Depends on CPU,1.0,,1.0,,,No,,Yes,2026-01-20T11:25:34.337Z
Asus PRIME H610I-PLUS D4-CSM Mini ITX LGA1700 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/0910ab20a011a742b9fcf2f1aab43c8d.256p.jpg,https://pcpartpicker.com/product/M6t9TW/asus-prime-h610i-plus-d4-csm-mini-itx-lga1700-motherboard-prime-h610i-plus-d4-csm,19971.0,Asus,PRIME H610I-PLUS D4-CSM,LGA1700,Mini ITX,Intel H610,64 GB,DDR4,2,"DDR4-2133, DDR4-2400, DDR4-2666, DDR4-2800, DDR4-2933, DDR4-3000, DDR4-3200",Silver / Black,1.0,,,,,"2260/2280 M-key, E-key",,,,,4.0,1 x 1 Gb/s Ports (Realtek),Depends on CPU,1.0,,1.0,,,No,,No,2026-01-20T11:25:40.332Z
Gigabyte B850I AORUS PRO Mini ITX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/eaf7d7e4417a44ec7b73e8da2a29142b.256p.jpg,https://pcpartpicker.com/product/FwVfrH/gigabyte-b850i-aorus-pro-mini-itx-am5-motherboard-b850i-aorus-pro,30360.0,Gigabyte,B850I AORUS PRO,AM5,Mini ITX,AMD B850,128 GB,DDR5,2,"DDR5-4400, DDR5-4800, DDR5-5200, DDR5-5600, DDR5-5800, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600, DDR5-6800, DDR5-7000, DDR5-7200, DDR5-7400, DDR5-7600, DDR5-7800, DDR5-7900, DDR5-7950, DDR5-8000, DDR5-8200, DDR5-8400",,1.0,,,,,"2280 M-key, 2280 M-key",,,,,2.0,1 x 2.5 Gb/s Ports (Realtek),Depends on CPU,1.0,,1.0,1.0,,No,Wi-Fi 7,Yes,2026-01-20T11:25:46.330Z
MSI Z270-A PRO ATX LGA1151 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/fe329be147afc26ea9a6ce0a10f7c3e0.256p.jpg,https://pcpartpicker.com/product/KvvZxr/msi-z270-a-pro-atx-lga1151-motherboard-z270-a-pro,24406.0,MSI,Z270-A PRO,LGA1151,ATX,Intel Z270,64 GB,DDR4,4,"DDR4-2133, DDR4-2400, DDR4-2800, DDR4-3000, DDR4-3200, DDR4-3600",Brown / Black,2.0,,,4.0,,2242/2260/2280/22110 M-key,,,,,6.0,1 x 1 Gb/s Ports,Depends on CPU,2.0,,2.0,,,No,,Yes,2026-01-20T11:25:52.337Z
Asus Z890 AYW GAMING WIFI W ATX LGA1851 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/a7627ce734924502f021fb3435ae7f51.256p.jpg,https://pcpartpicker.com/product/T3V2FT/asus-z890-ayw-gaming-wifi-w-atx-lga1851-motherboard-z890-ayw-gaming-wifi-w,28784.0,Asus,Z890 AYW GAMING WIFI W,LGA1851,ATX,Intel Z890,256 GB,DDR5,4,"DDR5-4800, DDR5-6400, DDR5-8600",White,4.0,,,,,"2280/22110 M-key, 2280 M-key, 2280/22110 M-key, 2280 M-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek),Depends on CPU,2.0,,2.0,,1.0,No,Wi-Fi 6,Yes,2026-01-20T11:25:58.329Z
MSI B850 GAMING PRO WIFI6E ATX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/a6c8c68d676cc7ecf78ebcfae15e4365.256p.jpg,https://pcpartpicker.com/product/gnCCmG/msi-b850-gaming-pro-wifi6e-atx-am5-motherboard-b850-gaming-pro-wifi6e,22186.0,MSI,B850 GAMING PRO WIFI6E,AM5,ATX,AMD B850,256 GB,DDR5,4,"DDR5-4800, DDR5-8200",Black / Silver,4.0,,,,,"2280/22110 M-key, 2260/2280 M-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek RTL8125D),Depends on CPU,2.0,,1.0,1.0,,No,Wi-Fi 6E,Yes,2026-01-20T11:26:04.341Z
Gigabyte B650I AORUS ULTRA Mini ITX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/d24b8a128d98467e0dd3bc57882ddd55.256p.jpg,https://pcpartpicker.com/product/bYytt6/gigabyte-b650i-aorus-ultra-mini-itx-am5-motherboard-b650i-aorus-ultra,23062.0,Gigabyte,B650I AORUS ULTRA,AM5,Mini ITX,AMD B650,96 GB,DDR5,2,"DDR5-4400, DDR5-4800, DDR5-5200, DDR5-5600, DDR5-6000, DDR5-6200, DDR5-6400",Black / Silver,1.0,,,,,"2280 M-key, 2260/2280 M-key, 2280 M-key, 2230 E-key",,,,,4.0,1 x 2.5 Gb/s Ports (Intel),Depends on CPU,1.0,,1.0,,1.0,No,Wi-Fi 6E,Yes,2026-01-20T11:26:10.341Z
Asus PRIME A520M-K Micro ATX AM4 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/744eea778bfa75c0307acf77a631c98a.256p.jpg,https://pcpartpicker.com/product/khcRsY/asus-prime-a520m-k-micro-atx-am4-motherboard-prime-a520m-k,,Asus,PRIME A520M-K,AM4,Micro ATX,AMD A520,64 GB,DDR4,2,"DDR4-2133, DDR4-2400, DDR4-2666, DDR4-2800, DDR4-3000, DDR4-3200, DDR4-3333, DDR4-3466, DDR4-3600, DDR4-3733, DDR4-3866, DDR4-4000, DDR4-4400, DDR4-4600",Black / Silver,1.0,,,2.0,,2242/2260/2280 M-key,,,,,4.0,1 x 1 Gb/s Ports (Realtek RTL8111H),Depends on CPU,2.0,,1.0,,,No,,Yes,2026-01-20T11:26:16.329Z
Asus ROG STRIX X870-F GAMING WIFI ATX AM5 Motherboard,,https://pcpartpicker.com/product/CpfxFT/asus-rog-strix-x870-f-gaming-wifi-atx-am5-motherboard-rog-strix-x870-f-gaming-wifi,50240.0,Asus,ROG STRIX X870-F GAMING WIFI,AM5,ATX,AMD X870,192 GB,DDR5,4,"DDR5-4800, DDR5-5000, DDR5-5200, DDR5-5400, DDR5-5600, DDR5-5800, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600, DDR5-6800, DDR5-7000, DDR5-7200, DDR5-7400, DDR5-7600, DDR5-7800, DDR5-8000",Black,2.0,,,,,"2242/2260/2280 M-key, 2242/2260/2280 M-key, 2280 M-key, 2280 M-key",,,,,2.0,1 x 2.5 Gb/s Ports (Intel),Depends on CPU,2.0,,2.0,,1.0,No,Wi-Fi 7,Yes,2026-01-20T11:26:22.342Z
